gamma,Load
0.010493051,36.83
0.010614774,36.99
0.010815148,37.54
0.011035773,38.08
0.011207077,38.62
0.011402021,39.2
0.011573897,39.57
0.01174737,39.91
0.011978412,40.25
0.012096745,40.53
0.012242044,40.8
0.012392136,41.09
0.012631037,41.41
0.012840166,40.98
0.012961824,41
0.013107058,41.03
0.013323981,40.97
0.013437846,41
0.013513249,40.83
0.01370896,40.42
0.013873938,40.56
0.014051438,40.78
0.014236095,40.99
0.014355519,41.12
0.014488232,41.12
0.014694932,40.94
0.014857481,40.74
0.014970579,39.22
0.014962422,12.72
0.014177266,8.55
0.013229704,6.41
0.012111163,4.56
0.011142961,3.15
0.010128374,1.92
0.009143624,0.89
0.008207687,0.05
0.008022199,-0.06
0.007305406,-0.51
0.006685982,-0.9
0.006019341,-1.32
0.005398514,-1.67
0.004341569,-2.16
0.003431065,-2.44
0.002306588,-2.73
0.001293157,-3.1
0.000300236,-3.5
-0.000743226,-4.01
-0.001726054,-4.56
-0.002741083,-5.13
-0.003646156,-5.82
-0.004692048,-6.62
-0.005620502,-7.38
-0.00664122,-8.16
-0.007643792,-8.75
-0.008645663,-9.12
-0.009697049,-9.65
-0.009853402,-9.56
-0.010033136,-9.53
-0.010227886,-9.32
-0.010379381,-9.32
-0.010598408,-9.36
-0.01071061,-9.38
-0.010882615,-9.44
-0.01109251,-9.37
-0.011334476,-9.45
-0.011519068,-9.45
-0.011781545,-9.47
-0.011897644,-9.43
-0.012102811,-9.48
-0.012321266,-9.49
-0.012586873,-9.52
-0.012809991,-9.42
-0.01301573,-9.39
-0.013224093,-9.35
-0.01344082,-9.31
-0.013692243,-9.13
-0.013894786,-9.07
-0.014080911,-9.03
-0.014270296,-9.04
-0.014488751,-9.09
-0.014700114,-9.13
-0.014929494,-9.17
-0.015063804,-9.18
-0.015226924,-9.21
-0.014432637,-7.15
-0.013382459,-5.6
-0.012434196,-4.45
-0.011453537,-3.45
-0.010527953,-2.62
-0.009489089,-1.83
-0.008532642,-1.17
-0.007584054,-0.57
-0.0068341,-0.17
-0.006517653,0.03
-0.005765905,0.29
-0.005027135,0.7
-0.004011846,1.06
-0.003023459,1.26
-0.001951693,1.46
-0.000924908,1.75
0.000109864,2.12
0.001115566,2.43
0.002107019,2.83
0.003214948,3.22
0.004218286,3.63
0.00525606,4.08
0.006276648,4.49
0.007349245,4.92
0.008311628,5.39
0.009702803,6.09
0.009841582,6.08
0.010052243,6.17
0.010279324,6.29
0.01051586,6.41
0.010701985,6.52
0.010895202,6.56
0.011072702,6.71
0.011276271,6.78
0.011467124,6.85
0.011687878,7.04
0.011893812,7.37
0.012094121,7.64
0.012330463,7.91
0.012518185,8.25
0.012683098,8.55
0.012829164,8.86
0.01308282,9.14
0.013258086,9.4
0.013519666,9.64
0.013676084,9.76
0.013875562,9.91
0.014160847,10.01
0.014280843,10.05
0.014458343,10.07
0.014649962,10.17
0.014880238,10.17
0.015148404,9.98
0.014317058,8.09
0.013422077,6
0.012377783,4.16
0.011402749,3.34
0.010374237,2.53
0.009423739,1.89
0.008401424,1.33
0.00742409,0.85
0.006427649,0.43
0.005467306,0.05
0.005267308,-0.02
0.004682384,-0.16
0.003935495,-0.43
0.003176279,-0.7
0.002322695,-0.94
0.001453524,-1.19
0.000440729,-1.38
-0.000564077,-1.56
-0.001547866,-1.8
-0.002599888,-2.11
-0.003676448,-2.47
-0.004781246,-2.87
-0.005781519,-3.27
-0.006814629,-3.73
-0.00788633,-4.27
-0.008930494,-4.72
-0.009894215,-5.3
-0.01009203,-5.28
-0.010259372,-5.37
-0.010489453,-5.52
-0.010670979,-5.59
-0.010917738,-5.7
-0.011086743,-5.83
-0.011267373,-5.88
-0.01152116,-6.04
-0.01174824,-6.11
-0.011900566,-6.21
-0.012146494,-6.34
-0.012315434,-6.43
-0.012588899,-6.55
-0.012779752,-6.63
-0.012965812,-6.73
-0.013122802,-6.79
-0.013320877,-6.92
-0.013539332,-7.03
-0.013780532,-7.14
-0.01392826,-7.26
-0.014229262,-7.34
-0.014462669,-7.4
-0.014593017,-7.51
-0.014826358,-7.62
-0.015038423,-7.68
-0.015267165,-7.79
-0.015379173,-7.89
-0.014612423,-6.26
-0.013640519,-5.09
-0.012578846,-4.12
-0.011607643,-3.27
-0.010642831,-2.56
-0.009663004,-1.94
-0.008630335,-1.36
-0.007656834,-0.83
-0.006763892,-0.5
-0.005988128,-0.14
-0.00561897,0.01
-0.004990855,0.21
-0.004105201,0.47
-0.003156743,0.75
-0.002186372,0.95
-0.001162588,1.11
-8.22E-05,1.31
0.000946951,1.57
0.001978464,1.83
0.002915608,2.13
0.004028966,2.42
0.005051724,2.75
0.00614387,3.12
0.007174941,3.56
0.008287598,4.02
0.009725353,4.72
0.009937417,4.75
0.010187307,4.86
0.010404294,4.99
0.01057074,5.1
0.010737952,5.2
0.011023939,5.28
0.011234536,5.51
0.011418427,5.83
0.011640844,6.19
0.011826137,6.48
0.012053919,6.73
0.012292819,7.08
0.012475879,7.35
0.012668394,7.7
0.012919115,7.95
0.013096615,8.12
0.013318071,8.27
0.013506625,8.41
0.013680994,8.52
0.013965513,8.63
0.014168186,8.77
0.014359234,8.88
0.014616917,8.97
0.014755891,9.1
0.015016068,9.23
0.015284298,9.29
0.014437937,7.58
0.01344399,6.17
0.012472787,3.98
0.011458525,3.14
0.010431611,2.43
0.00936291,1.77
0.008400397,1.33
0.007405814,0.89
0.006342543,0.53
0.005372808,0.22
0.004851804,-0.01
0.004175006,-0.14
0.003586886,-0.33
0.002727938,-0.53
0.001900359,-0.76
0.000973748,-0.99
4.96E-05,-1.14
-0.000978814,-1.3
-0.001987777,-1.53
-0.003041267,-1.77
-0.004072909,-2.12
-0.005027499,-2.46
-0.006072559,-2.85
-0.007284117,-3.27
-0.008292949,-3.71
-0.009315837,-4.17
-0.009927818,-4.49
-0.010186333,-4.57
-0.010332333,-4.66
-0.010524719,-4.73
-0.010765918,-4.85
-0.010924571,-4.94
-0.011154015,-5.06
-0.011371639,-5.16
-0.011549204,-5.23
-0.011728236,-5.37
-0.011901904,-5.5
-0.012130517,-5.61
-0.012378043,-5.7
-0.012522316,-5.78
-0.012719624,-5.93
-0.012974943,-6.03
-0.013204453,-6.18
-0.01335761,-6.27
-0.013596446,-6.41
-0.01380225,-6.51
-0.01398614,-6.65
-0.014233731,-6.76
-0.014450653,-6.9
-0.014659587,-7.01
-0.014838685,-7.12
-0.015043722,-7.21
-0.015251124,-7.49
-0.015424727,-7.86
-0.014650755,-5.89
-0.013603902,-4.75
-0.012585548,-3.84
-0.011550516,-3.07
-0.010605448,-2.39
-0.009550931,-1.84
-0.008548294,-1.33
-0.007510132,-0.87
-0.006678721,-0.51
-0.005870756,-0.16
-0.005315603,-0.03
-0.005313745,0
-0.00513118,0.06
-0.004722885,0.17
-0.004378484,0.27
-0.00388924,0.43
-0.003546632,0.53
-0.003127478,0.62
-0.002718741,0.71
-0.002228158,0.82
-0.001750292,0.87
-0.001284246,0.93
-0.000798587,1.04
-0.000371067,1.07
2.25E-05,1.2
0.00046263,1.22
0.000868041,1.36
0.001342075,1.51
0.001757008,1.59
0.002225288,1.72
0.002728392,1.83
0.003204726,1.96
0.003657483,2.08
0.004148767,2.23
0.004629192,2.33
0.005236121,2.53
0.005583457,2.65
0.006158756,2.76
0.006639688,2.96
0.007024719,3.04
0.007537344,3.24
0.007957836,3.46
0.00843417,3.61
0.008988323,3.88
0.009384473,4.1
0.009900164,4.28
0.010359819,4.55
0.010843374,4.77
0.011340088,5.41
0.011803068,6.06
0.012296781,6.85
0.012749409,7.4
0.013268296,7.81
0.013714091,8.11
0.014263515,8.42
0.014844699,8.78
0.015341737,8.96
